Año,Juego,Recomendaciones
2014,Neverwinter,15
2014,Next Car Game: Wreckfest,16
2014,Nidhogg,8
2014,NightSky,1
2014,Nightmares from the Deep: The Cursed Heart,2
2014,Nihilumbra,1
2014,Nimble Quest,1
2014,No More Room in Hell,104
2014,Noir Syndrome,1
2014,Nosferatu: The Wrath of Malachi,1
2014,Not The Robots,1
2014,Nuclear Throne,6
2014,Numen: Contest of Heroes,1
2014,OMSI 2,1
2014,ORION: Prelude,65
2014,OTTTD,1
2014,Obscure,1
2014,Obscure 2,1
2014,Obulis,1
2014,Octodad: Dadliest Catch,22
2014,Oddworld: Abe's Exoddus,1
2014,Oddworld: Abe's Oddysee,8
2014,Oddworld: Stranger's Wrath HD,1
2014,Off-Road Drive,1
2014,OlliOlli,2
2014,Omegalodon,1
2014,Omerta - City of Gangsters,2
2014,One Finger Death Punch,23
2014,One Way Heroics,2
2014,Only If,7
2014,Operation Flashpoint: Dragon Rising,1
2014,Orbital Gear,1
2014,Orcs Must Die!,1
2014,Orcs Must Die! 2,12
2014,Organ Trail: Director's Cut,2
2014,Organic Panic,1
2014,Osmos,1
2014,Outland,1
2014,Outlast,33
2014,Over 9000 Zombies!,1
2014,Overgrowth,11
2014,Overlord,2
2014,PAC-MAN Championship Edition DX+,11
2014,PAC-MAN™ and the Ghostly Adventures,1
2014,PAYDAY 2,370
2014,PAYDAY: The Heist,69
2014,POSTAL 2,26
2014,PROTOTYPE 2,1
2014,Pajama Sam 2: Thunder and Lightning Aren't So Frightening,1
2014,Pajama Sam in No Need to Hide When It's Dark Outside,1
2014,Panzar,3
2014,Paper Sorcerer,1
2014,"Papers, Please",34
2014,Papo & Yo,2
2014,Paranautical Activity: Deluxe Atonement Edition,1
2014,Path of Exile,52
2014,Patterns,2
2014,Peggle Deluxe,2
2014,Peggle Extreme,2
2014,Penguins Arena: Sedna's World,3
2014,Penumbra: Black Plague,1
2014,Penumbra: Overture,1
2014,Pid ,4
2014,Pinball FX2,1
2014,"Pirates, Vikings, & Knights II",3
2014,Pivvot,2
2014,Pixel Piracy,16
2014,PixelJunk Eden,1
2014,PixelJunk™ Monsters Ultimate,1
2014,Plague Inc: Evolved,23
2014,Planet Explorers,3
2014,PlanetSide 2,138
2014,Planetary Annihilation,26
2014,Plant Tycoon,1
2014,Plants vs. Zombies: Game of the Year,1
2014,PlayClaw 5,1
2014,Poker Night 2,8
2014,Poker Night at the Inventory,14
2014,Poof,1
2014,Pool Nation,3
2014,Portal,33
2014,Portal 2,130
2014,Portal 2 Sixense Perceptual Pack,1
2014,Post Apocalyptic Mayhem,2
2014,Postal 3,1
2014,Potatoman Seeks the Troof,1
2014,Pox Nora,1
2014,Praetorians,1
2014,Primal Carnage,7
2014,Primal Carnage: Extinction,3
2014,Prime World,1
2014,Prince of Persia: The Sands of Time,2
2014,Prison Architect,31
2014,Pro Cycling Manager 2012,1
2014,Pro Cycling Manager 2014,2
2014,Probably Archery,1
2014,Professional Farmer 2014,1
2014,Project X,2
2014,Project Zomboid,26
2014,Proteus,5
2014,Prototype,5
2014,Psychonauts,5
2014,Puddle,1
2014,Putt-Putt Travels Through Time,1
2014,Puzzle Agent,1
2014,Puzzle Agent 2,1
2014,Pyrite Heart,1
2014,Q.U.B.E.,1
2014,Quake,1
2014,Quake Live,17
2014,Quantum Conundrum,1
2014,Quantum Rush Champions,1
2014,R.U.S.E,2
2014,RACE 07,1
2014,RAGE,4
2014,RIFT,10
2014,ROCKETSROCKETSROCKETS,2
2014,RPG Maker VX Ace,4
2014,RUNNING WITH RIFLES,1
2014,Rabbit Hole 3D: Steam Edition,1
2014,Race The Sun,10
2014,RaceRoom Racing Experience ,4
2014,Radiant Defense,1
2014,Ragnarok,1
2014,Ragnarok Online - Free to Play - European Version,1
2014,Ragnarok Online 2,1
2014,RaiderZ,6
2014,Real Horror Stories Ultimate Edition,2
2014,Really Big Sky,1
2014,Realm of the Mad God,74
2014,Rebuild 3: Gangs of Deadsville,1
2014,Receiver,11
2014,Recettear: An Item Shop's Tale,5
2014,Red Faction,1
2014,Red Faction: Armageddon,3
2014,Red Faction: Guerrilla Steam Edition,1
2014,Reflex,1
2014,ReignMaker,1
2014,Remember Me,4
2014,Renegade Ops,1
2014,Resident Evil 5 / Biohazard 5,1
2014,Resident Evil 6 / Biohazard 6,4
2014,Resident Evil™: Operation Raccoon City,1
2014,Retro City Rampage™ DX,5
2014,Retro/Grade,1
2014,Reus,5
2014,Reversion - The Escape,2
2014,Rhythm Zone,1
2014,Ricochet,3
2014,Ride to Hell: Retribution,1
2014,Ridge Racer™ Unbounded,1
2014,Rise of Nations: Extended Edition,12
2014,Rise of the Triad,3
2014,Risen 2 - Dark Waters,1
2014,Rising Angels: Reborn,1
2014,Rising Storm/Red Orchestra 2 Multiplayer,33
2014,Risk of Rain,46
2014,Riven,1
2014,Road Not Taken,1
2014,Road Redemption,6
2014,Robocraft,113
2014,Robot Roller-Derby Disco Dodgeball,3
2014,Rochard,1
2014,Rock of Ages,2
2014,Rocksmith,2
2014,Rocksmith 2014,4
2014,Rogue Legacy,21
2014,Rogue Shooter: The FPS Roguelike,1
2014,RollerCoaster Tycoon 2: Triple Thrill Pack,1
2014,RollerCoaster Tycoon 3: Platinum!,1
2014,RollerCoaster Tycoon: Deluxe,1
2014,Rome: Total War,3
2014,Roogoo,1
2014,Rooster Teeth vs. Zombiens,1
2014,Royal Quest,5
2014,Rugby Challenge,1
2014,Rugby Union Team Manager 2015,1
2014,Runers,1
2014,Rush Bros,3
2014,Rust,339
2014,Ryse: Son of Rome,1
2014,S.T.A.L.K.E.R.: Call of Pripyat,2
2014,S.T.A.L.K.E.R.: Clear Sky,1
2014,S.T.A.L.K.E.R.: Shadow of Chernobyl,2
2014,SNOW,4
2014,SONIC THE HEDGEHOG 4 Episode II,1
2014,SPY Fox 2: Some Assembly Required,1
2014,STAR WARS™ Battlefront™ II,41
2014,STAR WARS™ Empire at War: Gold Pack,2
2014,STAR WARS™ Jedi Knight: Dark Forces II,1
2014,STAR WARS™ Jedi Knight: Jedi Academy™,5
2014,STAR WARS™ Knights of the Old Republic™ II: The Sith Lords™,2
2014,STAR WARS™ Republic Commando,2
2014,STAR WARS™: Dark Forces,1
2014,STAR WARS™: Knights of the Old Republic™,5
2014,STAR WARS™: The Force Unleashed™ II,1
2014,STAR WARS™: The Force Unleashed™ Ultimate Sith Edition,1
2014,STARWHAL,4
2014,Sacrifice,1
2014,Saints Row 2,13
2014,Saints Row IV,82
2014,Saints Row IV Inauguration Station,1
2014,Saints Row: The Third,53
2014,Saints Row: The Third - Initiation Station,1
2014,Sakura Spirit,15
2014,Sam & Max 301: The Penal Zone,2
2014,Sanctum,9
2014,Sanctum 2,26
2014,Sang-Froid - Tales of Werewolves,3
2014,Saturday Morning RPG,2
2014,Savant - Ascent,2
2014,Scania Truck Driving Simulator,1
2014,School of Dragons: How to Train Your Dragon,2
2014,Scourge: Outbreak,1
2014,Screencheat,5
2014,Scribblenauts Unlimited,21
2014,Scribblenauts Unmasked,2
2014,Secret Ponchos,2
2014,Secret of the Magic Crystal,4
2014,Serena,5
2014,Serious Sam 2,3
2014,Serious Sam 3: BFE,3
2014,Serious Sam Classic: The First Encounter,1
2014,Serious Sam Classics: Revolution,1
2014,Serious Sam Double D XXL,1
2014,Serious Sam HD: The First Encounter,2
2014,Shadow Warrior,8
2014,Shadow Warrior Classic (1997),2
2014,Shadow Warrior Classic Redux,1
2014,Shadowgrounds,1
2014,Shadowrun Chronicles - Boston Lockdown,1
2014,Shadowrun Returns,3
2014,Shattered Horizon,2
2014,Shelter,4
2014,Sherlock Holmes: Crimes and Punishments,1
2014,Sherlock Holmes: The Awakened - Remastered,1
2014,Shift 2 Unleashed,1
2014,Ship Simulator Extremes,1
2014,Shovel Knight,9
2014,Sid Meier's Civilization III: Complete,2
2014,Sid Meier's Civilization IV,1
2014,Sid Meier's Civilization V,142
2014,Sid Meier's Civilization: Beyond Earth,11
2014,Sid Meier's Pirates!,1
2014,Signs of Life,1
2014,Silent Hunter 5: Battle of the Atlantic,1
2014,Silent Hunter: Wolves of the Pacific,1
2014,SimCity 4 Deluxe,2
2014,Sins of a Dark Age,1
2014,Sins of a Solar Empire: Rebellion,12
2014,Sins of a Solar Empire: Trinity,2
2014,"Sir, You Are Being Hunted",8
2014,Skullgirls,21
2014,Skulls of the Shogun,1
2014,Skyborn,1
2014,Skyward Collapse,1
2014,Sleeping Dogs™,23
2014,Slender: The Arrival,5
2014,Smashmuck Champions,6
2014,Sniper Art of Victory,2
2014,Sniper Elite 3,6
2014,Sniper Elite V2,39
2014,Sniper Elite: Nazi Zombie Army,2
2014,Sniper Elite: Nazi Zombie Army 2,6
2014,Sniper Ghost Warrior 2,3
2014,Sniper: Ghost Warrior,2
2014,Sol Survivor,1
2014,SolForge,1
2014,Solar 2,3
2014,Soldier Front 2,14
2014,Sonic & All-Stars Racing Transformed,8
2014,Sonic Adventure DX,1
2014,Sonic Adventure™ 2 ,2
2014,Sonic Generations,1
2014,Soundodger+,1
2014,South Park™: The Stick of Truth™,52
2014,Space Engineers,168
2014,Space Farmers,2
2014,Space Hulk,1
2014,Space Hulk Ascension,1
2014,Space Pirates and Zombies,2
2014,Space Run,1
2014,Space Trader: Merchant Marine,1
2014,SpaceChem,3
2014,Spacebase DF-9,2
2014,Sparkle 2 Evo,2
2014,Spec Ops: The Line,19
2014,SpeedRunners,23
2014,Spelunky,8
2014,Spintires,18
2014,Spiral Knights,57
2014,Spirited Heart Deluxe,1
2014,Spirits,1
2014,Spoiler Alert,1
2014,Spore,21
2014,Sprint Cars: Road to Knoxville,1
2014,Spy Chameleon - RGB Agent,1
2014,Squishy the Suicidal Pig,1
2014,Stacking,1
2014,Star Conflict,15
2014,Star Trek,1
2014,Star Trek Online,10
2014,StarForge,5
2014,Starbound,127
2014,Starpoint Gemini 2,2
2014,State of Decay,41
2014,SteamWorld Dig,1
2014,Stick RPG 2,1
2014,Street Fighter IV,1
2014,Strike Suit Infinity,1
2014,Strike Suit Zero,1
2014,Strike Suit Zero: Director's Cut,1
2014,Strike Vector,10
2014,Stronghold Crusader 2,2
2014,Stronghold Crusader HD,3
2014,Stronghold HD,1
2014,Stronghold Kingdoms,5
2014,Styx: Master of Shadows,1
2014,Sudeki,1
2014,Sunless Sea,3
2014,Sunrider: Mask of Arcadius,7
2014,Super Amazing Wagon Adventure,5
2014,Super Crate Box,21
2014,Super Game Jam,1
2014,Super Hexagon,68
2014,Super House of Dead Ninjas,1
2014,Super Meat Boy,18
2014,Super Monday Night Combat,10
2014,Super Panda Adventures,2
2014,Super Sanctum TD,2
2014,Super Win the Game,1
2014,Superbrothers: Sword & Sworcery EP,2
2014,Supreme Commander,2
2014,Supreme Commander 2,5
2014,Supreme Commander: Forged Alliance,5
2014,Supreme Ruler Cold War,1
2014,Supreme Ruler Ultimate,1
2014,Surgeon Simulator,35
2014,Survivor Squad,1
2014,Sweezy Gunner,1
2014,Sword of the Samurai,1
2014,Sword of the Stars Complete Collection,1
2014,Sword of the Stars: The Pit,1
2014,Symphony,1
2014,System Shock 2,1
2014,T.E.C. 3001,1
2014,THE KING OF FIGHTERS XIII STEAM EDITION,3
2014,TOME: Immortal Arena,2
2014,TRANSFORMERS: Rise of the Dark Spark,1
2014,TUG,1
2014,Tabletop Simulator,3
2014,Tactical Intervention,32
2014,Take On Helicopters,1
2014,Takedown: Red Sabre,6
2014,Tales from the Borderlands,14
2014,Tales of Maj'Eyal,3
2014,Talisman: Digital Edition,4
2014,Team Fortress Classic,4
2014,Teenage Mutant Ninja Turtles: Out of the Shadows,1
2014,Teleglitch: Die More Edition,3
2014,Terraria,222
2014,Test Drive Unlimited 2,2
2014,The Amazing Spider-Man 2,4
2014,The Banner Saga,4
2014,The Binding of Isaac,95
2014,The Binding of Isaac: Rebirth,46
2014,The Blue Flamingo,1
2014,The Bridge,4
2014,The Bureau: XCOM Declassified,5
2014,The Castle Doctrine,1
2014,The Cat Lady,1
2014,The Cave,1
2014,The Collider,1
2014,The Crew,6
2014,The Culling Of The Cows,1
2014,The Dark Eye: Chains of Satinav,2
2014,The Darkness II,6
2014,The Dead Linger,5
2014,The Deer God,1
2014,The Elder Scrolls III: Morrowind,5
2014,The Elder Scrolls IV: Oblivion ,7
2014,The Elder Scrolls Online: Tamriel Unlimited,2
2014,The Elder Scrolls V: Skyrim,217
2014,The Escapists,8
2014,The Evil Within,1
2014,The Expendabros,26
2014,The Fall,2
2014,The Fifth Day,2
2014,The First Templar,1
2014,The Forest,101
2014,The Golf Club,2
2014,The Great Jitters: Pudding Panic,1
2014,The Impossible Game,2
2014,The Incredible Adventures of Van Helsing,1
2014,The Inner World,1
2014,The LEGO® Movie - Videogame,1
2014,The Last Tinker: City of Colors,2
2014,The Legend of Korra™,2
2014,The Long Dark,11
2014,The Lord of the Rings Online™,9
2014,The Lord of the Rings: War in the North,2
2014,The Memory of Eldurim,1
2014,The Mighty Quest For Epic Loot,38
2014,The Nightmare Cooperative,1
2014,The Old City: Leviathan,1
2014,The Plan,55
2014,The Powerpuff Girls: Defenders of Townsville,1
2014,The Promised Land,1
2014,The Sandbox,2
2014,The Secret World,1
2014,The Ship,8
2014,The Ship Single Player,2
2014,The Showdown Effect,2
2014,The Sims(TM) 3,8
2014,The Stanley Parable,49
2014,The Stomping Land,19
2014,The Swapper,7
2014,The Talos Principle,1
2014,The Testament of Sherlock Holmes,1
2014,The Tiny Bang Story,2
2014,The Typing of The Dead: Overkill,3
2014,The Ultimate DOOM,2
2014,The Vanishing of Ethan Carter,3
2014,The Walking Dead,36
2014,The Walking Dead: Season Two,51
2014,The Way of Life Free Edition,1
2014,The Witcher 2: Assassins of Kings Enhanced Edition,16
2014,The Witcher: Enhanced Edition,8
2014,The Wolf Among Us,40
2014,The World II (Hunting BOSS),1
2014,The Yawhg,1
2014,They Breathe,1
2014,Thief,13
2014,Thief 2,1
2014,Thief Gold,3
2014,Thief: Deadly Shadows,1
2014,Thinking with Time Machine,16
2014,Thirty Flights of Loving,1
2014,This War of Mine,5
2014,Thomas Was Alone,12
2014,Thunder Wolves,1
2014,"Time Gentlemen, Please!",1
2014,TimeShift,1
2014,Tiny Barbarian DX,1
2014,Tiny Brains,1
2014,Tiny and Big: Grandpa's Leftovers,4
2014,TinyKeep,2
2014,Titan Attacks,2
2014,Titan Quest,1
2014,Titan Quest: Immortal Throne,1
2014,To the Moon,27
2014,Toki Tori,2
2014,Toki Tori 2+,1
2014,Tom Clancy's Ghost Recon,1
2014,Tom Clancy's Ghost Recon Phantoms - EU,6
2014,Tom Clancy's Ghost Recon Phantoms - NA,96
2014,Tom Clancy's Rainbow Six 3: Gold Edition,1
2014,Tom Clancy's Rainbow Six: Vegas 2,1
2014,Tom Clancy's Splinter Cell Blacklist,10
2014,Tom Clancy's Splinter Cell: Chaos Theory,2
2014,Tom Clancy's Splinter Cell: Conviction,1
2014,Tomb Raider,57
2014,Tomb Raider II,1
2014,Tomb Raider: Legend,1
2014,Tony Hawk's Pro Skater HD,2
2014,Torchlight,1
2014,Torchlight II,41
2014,Toribash,37
2014,Total War: ROME II - Emperor Edition,30
2014,Total War: SHOGUN 2,18
2014,Tower of Guns,1
2014,Towns,1
2014,Toy Soldiers: Complete,1
2014,TrackMania Nations Forever,6
2014,TrackMania United,1
2014,TrackMania² Stadium,1
2014,Train Fever,1
2014,Train Simulator,6
2014,Trainz Simulator 12,2
2014,TransOcean: The Shipping Company,1
2014,Transformers: Fall of Cybertron,2
2014,Transistor,20
2014,Trials Evolution Gold Edition,5
2014,Trials Fusion,3
2014,Tribes: Ascend,15
2014,Trine,1
2014,Trine 2,12
2014,Tron 2.0,1
2014,Tropico 3: Absolute Power,1
2014,Tropico 4,11
2014,Tropico 5,5
2014,Truck Racer,1
2014,Turbo Dismount,17
2014,Two Worlds II,1
2014,Two Worlds: Epic Edition,1
2014,Ultimate General: Gettysburg,1
2014,Ultionus: A Tale of Petty Revenge,1
2014,Ultra Street Fighter IV,10
2014,Ultratron,2
2014,Uncharted Waters Online: Episode Atlantis,2
2014,Underrail,2
2014,Unearthed: Trail of Ibn Battuta - Episode 1 - Gold Edition,3
2014,Unepic,1
2014,Unholy Heights,1
2014,Unity of Command,1
2014,Universe Sandbox,4
2014,Unreal Tournament 2004,1
2014,Unreal Tournament 3: Black Edition,2
2014,Unturned,496
2014,Uplink,2
2014,Urban Trial Freestyle,4
2014,VVVVVV,6
2014,Valdis Story: Abyssal City,1
2014,Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,12
2014,Valkyria Chronicles™,7
2014,Vampire: The Masquerade - Bloodlines,3
2014,Vanguard Princess,3
2014,Vanguard Princess Director's Cut,1
2014,Vector,1
2014,Velvet Assassin,2
2014,Velvet Sundown,1
2014,Verde Station,1
2014,Verdun,22
2014,Vertiginous Golf,1
2014,Victoria II,4
2014,Victory: The Age of Racing,2
2014,Villagers and Heroes,5
2014,Vindictus,10
2014,Virtua Tennis 4,1
2014,Viscera Cleanup Detail,8
2014,Viscera Cleanup Detail: Santa's Rampage,10
2014,Volgarr the Viking,3
2014,Volo Airsport,1
2014,Volt,1
2014,WAKFU,4
2014,WRC 4 FIA WORLD RALLY CHAMPIONSHIP,2
2014,WRC Powerslide,3
2014,Waking Mars,1
2014,War Inc. Battlezone,3
2014,War Thunder,93
2014,War for the Overworld,2
2014,War of the Human Tanks,2
2014,War of the Roses,11
2014,War of the Vikings,4
2014,Warface,18
2014,Warframe,218
2014,Wargame: AirLand Battle,5
2014,Wargame: European Escalation,1
2014,Wargame: Red Dragon,9
2014,"Warhammer 40,000 Space Marine",1
2014,"Warhammer 40,000: Dawn of War - Game of the Year Edition",3
2014,"Warhammer 40,000: Dawn of War – Dark Crusade",7
2014,"Warhammer 40,000: Dawn of War – Soulstorm",2
2014,"Warhammer 40,000: Kill Team",1
2014,"Warhammer® 40,000™: Dawn of War® II",2
2014,"Warhammer® 40,000™: Dawn of War® II - Chaos Rising™",1
2014,"Warhammer® 40,000™: Dawn of War® II – Retribution™",14
2014,Warmachine Tactics,1
2014,Wasteland 2,2
2014,Watch_Dogs,21
2014,Waves,1
2014,We Slay Monsters,1
2014,White Noise Online,1
2014,Wild Warfare,3
2014,Wildlife Park 2 - Fantasy,1
2014,Windosill,1
2014,Wings of Prey,1
2014,Wings of Vi,2
2014,Wolfenstein 3D,1
2014,Wolfenstein: The New Order,18
2014,World of Goo,3
2014,World of Guns: Gun Disassembly,18
2014,Worms Armageddon,1
2014,Worms Clan Wars,1
2014,Worms Crazy Golf,1
2014,Worms Reloaded,2
2014,Worms Revolution,4
2014,Worms Ultimate Mayhem,1
2014,Wyv and Keep: The Temple of the Lost Idol,2
2014,X-Plane 10 Global - 64 Bit,1
2014,XCOM: Enemy Unknown,39
2014,Xenonauts,2
2014,Xpand Rally Xtreme,1
2014,Year Walk,2
2014,Yet Another Zombie Defense,20
2014,You Have to Win the Game,11
2014,You Need A Budget 4 (YNAB),5
2014,Ys Origin,1
2014,Z,2
2014,Zen Bound® 2,1
2014,Zero Gear,2
2014,Ziggurat,5
2014,Zombie Driver HD,2
2014,Zombies Monsters Robots,1
2014,Zuma's Revenge,1
2014,ibb & obb,1
2014,liteCam Game: 100 FPS Game Capture,1
2014,resident evil 4 / biohazard 4,3
2014,theHunter,15
2014,theHunter: Primal,4
2015,"10,000,000",1
2015,100% Orange Juice,4
2015,12 Labours of Hercules,1
2015,12 Labours of Hercules II: The Cretan Bull,1
2015,123 Slaughter Me Street,1
2015,140,1
2015,16 Bit Arena,1
2015,200% Mixed Juice!,1
2015,20XX,2
2015,3089 -- Futuristic Action RPG,1
2015,3DMark,2
2015,404Sight,4
2015,60 Seconds!,1
2015,7 Days to Die,19
2015,8BitBoy,1
2015,8BitMMO,2
2015,9.03m,1
2015,911: First Responders,3
2015,A Bird Story,3
2015,A Story About My Uncle,3
2015,A Study in Steampunk: Choice by Gaslight,1
2015,A Wizard's Lizard,1
2015,A.V.A - Alliance of Valiant Arms,2
2015,ACE Academy,1
2015,AGFPROV3 Premium,1
2015,AI War: Fleet Command,1
2015,AKIBA'S TRIP: Undead & Undressed,4
2015,APB Reloaded,21
2015,ARK: Survival Evolved,136
2015,AXYOS,1
2015,AZMD! Scorepocalypse ,1
2015,AaAaAA!!! - A Reckless Disregard for Gravity,1
2015,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,1
2015,Absolute Drift,5
2015,Ace of Spades,11
2015,Action Henk,1
2015,AdVenture Capitalist,91
2015,Adventure Time:  Explore the Dungeon Because I DON’T KNOW!,1
2015,Aeon Command,1
2015,Aero's Quest,2
2015,Afterfall InSanity Extended Edition,1
2015,Aftermath,8
2015,Agarest Zero,1
2015,Agarest: Generations of War,1
2015,Age of Empires II: HD Edition,25
2015,Age of Empires® III: Complete Collection,7
2015,Age of Mythology: Extended Edition,8
2015,Age of Wonders III,1
2015,Aion,2
2015,Air Brawl,3
2015,AirBuccaneers,1
2015,AirMech,12
2015,Airport Simulator 2014,1
2015,Airships: Conquer the Skies,1
2015,Alan Wake,1
2015,Albedo: Eyes from Outer Space,1
2015,Albino Lullaby: Episode 1,1
2015,Alice: Madness Returns,5
2015,Alien: Isolation,16
2015,Aliens versus Predator Classic 2000,1
2015,Aliens vs. Predator,7
2015,Aliens: Colonial Marines,1
2015,All Is Dust,1
2015,Alpha Prime,1
2015,Alpha Protocol,4
2015,Alphadia Genesis,1
2015,Altitude,1
2015,Amazing Frog?,2
2015,Amazing World,1
2015,America's Army 3,2
2015,America's Army: Proving Grounds,2
2015,Amnesia: A Machine for Pigs,1
2015,Amnesia: The Dark Descent,5
2015,Amnesia™: Memories,1
2015,Among Ripples,2
2015,Among the Sleep,3
2015,Ampu-Tea,1
2015,Amygdala,1
2015,Analogue: A Hate Story,1
2015,Anarchy Arcade,5
2015,And Yet It Moves,1
2015,Angry Video Game Nerd: The Movie,1
2015,Anna's Quest,1
2015,Anno 2070,2
2015,Anno 2205,1
2015,Antichamber,5
2015,Aperture Tag: The Paint Gun Testing Initiative,2
2015,Apotheon,2
2015,Arcadecraft,1
2015,ArcheAge,5
2015,Archeblade,9
2015,Arma 2: DayZ Mod,1
2015,Arma 2: Operation Arrowhead,14
2015,Arma 3,68
2015,Arma: Gold Edition,1
2015,Armed with Wings: Rearmed,1
2015,Armello,3
2015,Assassin's Creed,1
2015,Assassin's Creed Freedom Cry,2
2015,Assassin's Creed II,6
2015,Assassin's Creed IV Black Flag,1
2015,Assassin's Creed Revelations,2
2015,Assassin's Creed Rogue,5
2015,Assassin's Creed Syndicate,2
2015,Assassin's Creed Unity,5
2015,Assassin's Creed® III,2
2015,Assault Android Cactus,3
2015,Assetto Corsa,4
2015,Asteria,1
2015,Astro Lords,1
2015,Audiosurf,4
2015,Audiosurf 2,1
2015,Aura Kingdom,9
2015,Automation - The Car Company Tycoon Game,3
2015,Awesomenauts,21
2015,Axiom Verge,1
2015,Axis Game Factory's AGFPRO 3.0,1
2015,Axis Game Factory's AGFPRO BattleMat Multi-Player DLC,1
2015,BEARZERKERS,1
2015,BIOS,1
2015,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,2
2015,BIT.TRIP RUNNER,3
2015,BLOCKADE 3D,25
2015,Back to the Future: Ep 1 - It's About Time,1
2015,Bad Rats,35
2015,Baldur's Gate: Enhanced Edition,1
2015,Banished,10
2015,Barbie™ Dreamhouse Party™,3
2015,Bardbarian,1
2015,Basement,2
2015,Bastion,9
2015,Batman: Arkham Asylum GOTY Edition,11
2015,Batman: Arkham City GOTY,15
2015,Batman™: Arkham Knight,26
2015,Batman™: Arkham Origins,11
2015,Battle Islands,1
2015,Battle for Blood - Epic battles within 30 seconds!,1
2015,Battle of Empires : 1914-1918,2
2015,BattleBlock Theater,37
2015,Battlefield 2,4
2015,Battlefield: Bad Company 2,6
2015,Battlestations: Pacific,1
2015,BeamNG.drive,7
2015,Beasts of Prey,2
2015,Beat Hazard,4
2015,Before the Echo,1
2015,Besiege,44
2015,Better Late Than DEAD,2
2015,Beyond Gravity,1
2015,Big Fish Legend,1
2015,BioShock,13
2015,BioShock 2,3
2015,BioShock Infinite,49
2015,Bionic Dues,2
2015,Bitardia,1
2015,Bitweb,1
2015,Black Mesa,14
2015,Blackguards,1
2015,Blacklight: Retribution,21
2015,Blades of Time,2
2015,Bleed,2
2015,Blender 2.77,4
2015,Blitzkrieg 2 Anthology,1
2015,Block N Load,15
2015,Blockland,1
2015,Blockstorm,7
2015,Blood Bowl 2,1
2015,BloodLust Shadowhunter,1
2015,Bloodline Champions,1
2015,Bloodsports.TV,1
2015,Bloody Trapland,2
2015,Bloons TD5,6
2015,Blue Estate,1
2015,BookWorm Deluxe,1
2015,Borderlands,6
2015,Borderlands 2,84
2015,Borderlands: The Pre-Sequel,27
2015,Borderless Gaming,2
2015,Borealis,1
2015,Boring Man - Online Tactical Stickman Combat,11
2015,BossConstructor,1
2015,Braid,2
2015,Brawlhalla,26
2015,Breach & Clear,1
2015,Breach & Clear: Deadline,1
2015,Brick-Force,2
2015,Bridge Constructor,1
2015,Brilliant Bob,1
2015,Broforce,27
2015,Broken Age,3
2015,Brothers - A Tale of Two Sons,4
2015,Brothers in Arms: Hell's Highway,1
2015,Brütal Legend,3
2015,Bulletstorm,1
2015,Bully: Scholarship Edition,4
2015,Burning Man: Beyond Black Rock,1
2015,Burnout Paradise: The Ultimate Box,3
2015,Burstfire,1
2015,Bus Driver,1
2015,CLANNAD,1
2015,CPUCores :: Maximize Your FPS,1
2015,CS:GO Player Profiles,9
2015,CaesarIA,3
2015,Call of Duty,2
2015,Call of Duty 4: Modern Warfare,3
2015,Call of Duty: Advanced Warfare,19
2015,Call of Duty: Black Ops,8
2015,Call of Duty: Black Ops - OSX,1
2015,Call of Duty: Black Ops II,15
2015,Call of Duty: Black Ops III,45
2015,Call of Duty: Ghosts,6
2015,Call of Duty: Modern Warfare 2,19
2015,Call of Duty: Modern Warfare 3,13
2015,Call of Duty: United Offensive,1
2015,Call of Duty: World at War,16
2015,Call of Juarez Gunslinger,10
2015,Call to Arms,4
2015,Canabalt,1
2015,Car Mechanic Simulator 2014,1
2015,Car Mechanic Simulator 2015,4
2015,Card Hunter,5
2015,Cards and Castles,1
2015,Caribbean!,1
2015,Carmageddon: Reincarnation,5
2015,Carnage Racing,1
2015,Carpe Diem,11
2015,Castaway Paradise,1
2015,Caster,7
2015,Castle,1
2015,Castle Crashers,43
2015,CastleMiner Z,2
2015,Cat Goes Fishing,2
2015,Catacomb Kids,1
2015,Celestian Tales: Old North,1
2015,Chaos Heroes Online,1
2015,Chaos Reborn,2
2015,Chaser,1
2015,Chicken Invaders 5,1
2015,Child of Light,1
2015,Chivalry: Medieval Warfare,34
2015,Choice of Robots,2
2015,Chroma Squad,1
2015,Chronology,1
2015,Cities XL Platinum,1
2015,Cities: Skylines,53
2015,Clicker Heroes,56
2015,Clickteam Fusion 2.5,2
2015,Cloning Clyde,1
2015,Close Your Eyes,2
2015,Codename CURE,8
2015,Colin McRae Rally,1
2015,Combat Arms,3
2015,Comedy Quest,1
2015,Command and Conquer 3: Tiberium Wars,1
2015,Command and Conquer: Red Alert 3,5
2015,Command and Conquer: Red Alert 3 - Uprising,1
2015,Commander Cool 2,5
2015,Commander Keen Complete Pack,1
2015,Commando Jack,1
2015,Commandos: Behind Enemy Lines,1
2015,Community College Hero: Trial by Fire,1
2015,Company of Heroes,4
2015,Company of Heroes 2,19
2015,Company of Heroes: Tales of Valor,2
2015,Conflict Desert Storm,1
2015,Construction-Simulator 2015,2
2015,Contradiction - the all-video murder mystery adventure,2
2015,Contraption Maker,2
2015,Contrast,3
2015,Controller Companion,1
